3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,2,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,0,1,2,0,1,2,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,0,1,2,0,1,2,0,1,2,0,1,2,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,1,2,0,1,2,0,1,2,0,1,2,0,1,2,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,3,3,3,3,3,3,3,3
3,3,3,3,3,3,32,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,3,3,3,3,3,3
3,3,3,3,3,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,0,1,3,3,3,3,3
3,3,3,3,3,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,10,11,3,3,3,3,3
3,3,3,3,0,21,22,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,3,3,3,3
3,3,3,3,10,31,32,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,3,3,3,3
3,3,3,2,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,0,1,22,0,3,3,3
3,3,3,12,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,10,11,32,10,3,3,3
3,3,3,22,0,21,22,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,21,2,20,3,3,3
3,3,3,32,10,31,32,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,31,12,30,3,3,3
3,3,3,2,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,0,1,22,20,3,3,3
3,3,3,12,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,10,11,32,30,3,3,3
3,3,3,22,0,21,22,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,21,2,0,3,3,3
3,3,3,32,10,31,32,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,31,12,3,3,3,3
3,3,3,3,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,0,1,22,3,3,3,3
3,3,3,3,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,10,11,32,3,3,3,3
3,3,3,3,3,21,22,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,21,3,3,3,3,3
3,3,3,3,3,31,32,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,31,3,3,3,3,3
3,3,3,3,3,3,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,20,21,22,0,3,3,3,3,3,3
3,3,3,3,3,3,3,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,30,31,32,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,11,12,10,11,12,10,11,12,10,11,12,10,11,12,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,10,11,12,10,11,12,10,11,12,10,11,12,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,0,1,2,0,1,2,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3
