-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,11,12,10,11,12,10,11,12,10,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,10,11,12,2,2,0,0,1,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,1,0,20,21,22,2,2,2,2,2,2,2,2,10,11,12,10,11,12,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,1,2,0,30,31,32,12,12,12,12,12,0,1,2,2,2,2,20,0,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,12,0,1,2,22,22,22,22,0,1,2,2,0,1,2,0,0,0,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,22,0,1,2,32,32,32,32,2,2,12,0,1,2,0,10,0,0,0,1,2,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,32,0,1,2,2,30,31,32,12,2,2,0,1,0,1,20,10,10,10,11,12,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,0,10,0,1,2,30,31,32,22,12,0,1,0,1,0,30,20,20,20,21,22,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,0,20,0,1,2,30,31,32,32,22,0,1,0,1,0,30,30,30,30,31,32,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,10,30,0,1,2,30,31,32,2,0,1,0,1,0,1,2,30,30,31,0,0,0,0,0,0,0
-1,-1,-1,0,1,2,20,10,10,0,1,2,31,32,12,0,1,0,1,0,1,2,22,30,31,10,10,10,10,10,10,10
-1,-1,-1,10,0,1,30,20,20,0,1,2,31,32,22,0,1,0,0,1,2,12,32,30,31,20,20,20,20,20,20,20
-1,-1,-1,20,0,1,0,30,30,0,0,1,2,31,32,0,1,0,0,1,2,22,32,30,31,30,30,30,30,30,30,30
-1,-1,-1,30,0,1,0,20,30,10,10,0,0,0,0,0,1,0,0,1,2,32,0,30,31,32,32,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,1,2,30,20,20,20,10,10,10,10,0,1,0,1,2,12,31,0,30,31,32,32,-1,-1,-1,-1,-1
-1,-1,-1,-1,10,11,12,1,30,30,30,20,20,20,20,10,0,0,1,2,22,0,10,30,31,32,32,-1,-1,-1,-1,-1
-1,-1,-1,-1,20,21,22,1,2,30,30,30,30,30,30,20,0,0,1,2,32,10,20,30,31,32,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,30,31,32,0,1,2,20,30,10,10,10,30,0,10,0,0,0,1,0,30,31,32,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,20,20,0,0,1,2,30,20,20,20,30,10,20,0,1,2,0,10,30,31,32,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,30,30,10,10,0,0,0,30,30,30,30,20,0,1,0,0,10,20,30,31,32,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,20,20,20,10,10,10,10,10,30,31,0,0,0,10,10,20,30,31,32,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,30,30,30,20,20,20,20,20,30,0,0,10,10,20,20,30,30,31,32,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,31,10,10,20,20,30,30,31,32,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,20,20,20,20,20,20,30,30,31,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,30,30,30,30,31,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
